order_item_id,order_id,item_name,item_price,quantity
2899,1452,Dosa,340,2
2900,1452,Biryani,302,1
2901,1453,Biryani,182,1
2902,1453,Sandwich,127,1
2903,1454,Sandwich,182,1
2904,1455,Sandwich,190,2
2905,1455,Ice Cream,207,3
2906,1455,Ice Cream,275,1
2907,1456,Ice Cream,358,1
2908,1457,Pizza,199,1
2909,1458,Pasta,363,1
2910,1459,Fried Rice,236,3
2911,1459,Rolls,94,1
2912,1460,Ice Cream,199,1
2913,1460,Ice Cream,327,3
2914,1460,Fried Rice,197,2
2915,1461,Burger,91,3
2916,1462,Pasta,154,3
2917,1463,Burger,262,3
2918,1463,Biryani,280,1
2919,1463,Pasta,385,1
2920,1464,Sandwich,361,3
2921,1464,Biryani,96,1
2922,1465,Cake,223,3
2923,1465,Pasta,173,1
2924,1465,Sandwich,340,2
2925,1466,Biryani,361,3
2926,1466,Rolls,205,2
2927,1467,Pasta,165,2
2928,1467,Ice Cream,188,2
2929,1467,Ice Cream,123,2
2930,1468,Burger,188,1
2931,1468,Pasta,384,3
2932,1468,Pizza,160,1
2933,1469,Ice Cream,378,2
2934,1469,Burger,123,1
2935,1470,Ice Cream,380,3
2936,1470,Dosa,322,1
2937,1471,Pasta,175,1
2938,1471,Cake,289,1
2939,1472,Fried Rice,127,3
2940,1473,Burger,375,2
2941,1473,Pasta,260,2
2942,1474,Burger,388,2
2943,1474,Rolls,205,2
2944,1475,Biryani,264,1
2945,1475,Rolls,219,3
2946,1475,Ice Cream,128,3
2947,1476,Pizza,229,2
2948,1477,Rolls,357,3
2949,1477,Pizza,375,3
2950,1477,Sandwich,132,2
2951,1478,Biryani,229,1
2952,1478,Ice Cream,152,2
2953,1479,Dosa,108,1
2954,1479,Biryani,238,1
2955,1480,Dosa,116,2
2956,1480,Burger,352,1
2957,1481,Sandwich,127,1
2958,1481,Sandwich,331,1
2959,1481,Fried Rice,84,2
2960,1482,Burger,309,2
2961,1482,Ice Cream,176,3
2962,1483,Rolls,210,3
2963,1484,Cake,182,3
2964,1484,Pasta,95,2
2965,1484,Pasta,306,3
2966,1485,Cake,191,3
2967,1485,Rolls,319,2
2968,1485,Cake,177,1
2969,1486,Pizza,285,3
2970,1486,Cake,166,2
2971,1486,Cake,209,3
2972,1487,Ice Cream,161,3
2973,1487,Pasta,238,2
2974,1487,Biryani,347,1
2975,1488,Rolls,83,2
2976,1488,Ice Cream,368,1
2977,1488,Dosa,285,1
2978,1489,Dosa,232,1
2979,1489,Cake,96,3
2980,1490,Sandwich,291,1
2981,1491,Ice Cream,257,3
2982,1492,Pasta,253,1
2983,1493,Dosa,190,3
2984,1493,Sandwich,83,3
2985,1493,Rolls,97,3
2986,1494,Pizza,311,2
2987,1494,Rolls,127,3
2988,1495,Dosa,169,3
2989,1495,Pizza,368,1
2990,1496,Dosa,239,3
2991,1496,Ice Cream,250,1
2992,1497,Dosa,222,2
2993,1497,Sandwich,322,3
2994,1498,Pasta,149,1
2995,1498,Burger,220,2
2996,1498,Ice Cream,242,1
2997,1499,Pasta,115,2
2998,1500,Sandwich,334,3
2999,1500,Fried Rice,381,2
3000,1501,Sandwich,244,2
3001,1502,Sandwich,379,1
3002,1502,Biryani,155,1
3003,1503,Rolls,258,2
3004,1503,Dosa,165,1
3005,1504,Pizza,148,2
3006,1504,Fried Rice,185,1
3007,1505,Sandwich,85,1
3008,1505,Dosa,196,2
3009,1505,Dosa,243,3
3010,1506,Rolls,389,2
3011,1507,Burger,210,2
3012,1507,Sandwich,333,1
3013,1507,Sandwich,92,2
3014,1508,Fried Rice,215,1
3015,1508,Sandwich,327,3
3016,1509,Sandwich,278,2
3017,1509,Dosa,173,2
3018,1510,Rolls,97,1
3019,1510,Sandwich,227,2
3020,1511,Sandwich,251,2
3021,1511,Pasta,126,3
3022,1512,Ice Cream,354,3
3023,1512,Burger,83,3
3024,1512,Sandwich,245,1
3025,1513,Burger,386,3
3026,1513,Ice Cream,183,3
3027,1514,Cake,303,3
3028,1515,Cake,353,1
3029,1516,Burger,286,1
3030,1516,Dosa,163,3
3031,1517,Cake,89,1
3032,1518,Burger,245,1
3033,1519,Rolls,381,3
3034,1519,Biryani,149,2
3035,1520,Rolls,162,2
3036,1520,Pasta,137,2
3037,1520,Burger,158,1
3038,1521,Pizza,150,3
3039,1522,Fried Rice,94,2
3040,1523,Fried Rice,137,3
3041,1523,Dosa,267,3
3042,1523,Cake,254,1
3043,1524,Cake,90,1
3044,1525,Burger,83,3
3045,1525,Pizza,133,2
3046,1525,Burger,243,1
3047,1526,Ice Cream,252,3
3048,1526,Biryani,125,1
3049,1526,Pasta,335,1
3050,1527,Rolls,215,1
3051,1527,Biryani,381,1
3052,1528,Dosa,80,3
3053,1528,Sandwich,333,3
3054,1529,Biryani,289,2
3055,1530,Fried Rice,106,2
3056,1530,Fried Rice,309,3
3057,1530,Pasta,101,1
3058,1531,Dosa,214,1
3059,1532,Ice Cream,287,2
3060,1532,Fried Rice,301,3
3061,1533,Cake,354,1
3062,1533,Rolls,187,2
3063,1533,Ice Cream,190,1
3064,1534,Dosa,316,3
3065,1535,Dosa,398,3
3066,1536,Burger,89,3
3067,1536,Dosa,256,2
3068,1536,Cake,333,2
3069,1537,Biryani,374,2
3070,1537,Fried Rice,288,2
3071,1537,Dosa,179,3
3072,1538,Fried Rice,360,1
3073,1538,Fried Rice,326,2
3074,1538,Dosa,332,2
3075,1539,Dosa,98,3
3076,1539,Biryani,354,2
3077,1540,Cake,174,1
3078,1540,Cake,166,1
3079,1540,Biryani,274,1
3080,1541,Pasta,102,1
3081,1541,Sandwich,284,2
3082,1541,Sandwich,319,2
3083,1542,Rolls,278,1
3084,1542,Pizza,217,2
3085,1542,Fried Rice,302,2
3086,1543,Ice Cream,294,2
3087,1543,Ice Cream,295,1
3088,1544,Fried Rice,334,3
3089,1544,Burger,284,3
3090,1544,Burger,240,2
3091,1545,Cake,282,1
3092,1546,Rolls,224,1
3093,1547,Biryani,253,2
3094,1547,Rolls,244,2
3095,1548,Cake,327,3
3096,1548,Rolls,108,1
3097,1548,Biryani,128,1
3098,1549,Pizza,277,1
3099,1549,Pasta,290,2
3100,1550,Cake,125,3
3101,1551,Biryani,305,1
3102,1551,Pizza,106,3
3103,1551,Dosa,358,3
3104,1552,Rolls,380,1
3105,1552,Rolls,221,2
3106,1553,Pizza,319,2
3107,1554,Burger,366,2
3108,1554,Rolls,137,3
3109,1555,Burger,199,3
3110,1556,Ice Cream,289,1
3111,1556,Sandwich,227,1
3112,1557,Pasta,128,2
3113,1557,Ice Cream,361,1
3114,1557,Biryani,111,3
3115,1558,Sandwich,313,3
3116,1559,Biryani,136,1
3117,1559,Pizza,151,3
3118,1559,Cake,82,2
3119,1560,Cake,286,3
3120,1560,Sandwich,130,2
3121,1560,Fried Rice,213,2
3122,1561,Fried Rice,305,2
3123,1562,Cake,159,1
3124,1562,Sandwich,301,1
3125,1563,Rolls,139,2
3126,1563,Pasta,321,2
3127,1564,Ice Cream,98,3
3128,1564,Sandwich,157,3
3129,1564,Dosa,293,3
3130,1565,Pizza,260,2
3131,1566,Sandwich,124,1
3132,1566,Fried Rice,262,3
3133,1567,Sandwich,84,2
3134,1568,Pizza,98,3
3135,1568,Sandwich,226,2
3136,1568,Dosa,204,1
3137,1569,Cake,316,2
3138,1570,Pizza,377,3
3139,1571,Ice Cream,363,1
3140,1571,Fried Rice,175,3
3141,1571,Pizza,251,2
3142,1572,Sandwich,382,3
3143,1572,Pasta,385,3
3144,1572,Cake,375,1
3145,1573,Burger,300,2
3146,1573,Sandwich,222,2
3147,1574,Biryani,368,2
3148,1575,Fried Rice,232,2
3149,1576,Biryani,330,1
3150,1576,Biryani,212,3
3151,1576,Cake,141,3
3152,1577,Biryani,288,1
3153,1577,Pasta,170,2
3154,1578,Pizza,194,2
3155,1578,Dosa,312,2
3156,1579,Pasta,142,2
3157,1580,Burger,130,2
3158,1580,Sandwich,159,2
3159,1580,Cake,285,1
3160,1581,Rolls,94,1
3161,1581,Rolls,122,1
3162,1581,Fried Rice,182,1
3163,1582,Fried Rice,142,3
3164,1582,Biryani,310,3
3165,1583,Dosa,386,2
3166,1583,Rolls,157,3
3167,1584,Pasta,309,1
3168,1584,Dosa,253,1
3169,1585,Ice Cream,140,1
3170,1586,Burger,227,2
3171,1586,Sandwich,381,3
3172,1587,Sandwich,374,3
3173,1587,Ice Cream,325,3
3174,1588,Cake,297,1
3175,1588,Rolls,235,3
3176,1589,Ice Cream,118,2
3177,1589,Burger,162,1
3178,1589,Biryani,223,3
3179,1590,Burger,261,2
3180,1590,Dosa,91,1
3181,1590,Fried Rice,233,2
3182,1591,Sandwich,83,1
3183,1591,Fried Rice,223,2
3184,1592,Pizza,299,3
3185,1592,Rolls,318,1
3186,1592,Pasta,297,3
3187,1593,Biryani,229,2
3188,1594,Pizza,240,2
3189,1594,Fried Rice,388,2
3190,1595,Pizza,213,2
3191,1595,Biryani,115,3
3192,1596,Fried Rice,392,1
3193,1596,Ice Cream,199,2
3194,1596,Pasta,284,1
3195,1597,Ice Cream,107,1
3196,1598,Dosa,108,3
3197,1598,Sandwich,392,1
3198,1599,Ice Cream,187,1
3199,1600,Cake,270,1
3200,1601,Sandwich,161,2
3201,1601,Biryani,136,2
3202,1602,Burger,363,3
3203,1602,Cake,215,1
3204,1603,Fried Rice,126,2
3205,1604,Rolls,274,3
3206,1605,Pasta,94,1
3207,1605,Ice Cream,332,2
3208,1606,Pizza,138,2
3209,1607,Biryani,374,2
3210,1607,Burger,121,3
3211,1608,Biryani,333,2
3212,1608,Dosa,137,3
3213,1609,Dosa,111,2
3214,1609,Biryani,254,2
3215,1609,Cake,305,2
3216,1610,Fried Rice,314,2
3217,1610,Cake,159,1
3218,1611,Biryani,179,2
3219,1612,Rolls,241,1
3220,1612,Cake,241,1
3221,1612,Fried Rice,208,1
3222,1613,Burger,141,3
3223,1614,Pizza,386,2
3224,1614,Rolls,177,3
3225,1614,Sandwich,259,1
3226,1615,Rolls,224,1
3227,1615,Ice Cream,224,2
3228,1615,Fried Rice,390,3
3229,1616,Burger,287,3
3230,1616,Pasta,321,3
3231,1616,Fried Rice,183,1
3232,1617,Pizza,267,2
3233,1618,Burger,163,1
3234,1618,Fried Rice,206,3
3235,1619,Pasta,134,1
3236,1619,Pizza,100,3
3237,1620,Rolls,327,3
3238,1620,Fried Rice,177,2
3239,1620,Biryani,210,3
3240,1621,Burger,106,3
3241,1622,Cake,259,1
3242,1622,Sandwich,130,2
3243,1623,Pasta,96,3
3244,1623,Cake,251,2
3245,1624,Biryani,92,2
3246,1624,Sandwich,325,2
3247,1625,Rolls,307,2
3248,1625,Rolls,280,2
3249,1625,Sandwich,268,1
3250,1626,Pizza,287,1
3251,1626,Ice Cream,210,1
3252,1626,Fried Rice,236,1
3253,1627,Sandwich,323,2
3254,1627,Sandwich,294,2
3255,1628,Cake,298,1
3256,1628,Sandwich,280,1
3257,1628,Pasta,106,1
3258,1629,Cake,368,1
3259,1629,Cake,344,1
3260,1630,Rolls,168,2
3261,1631,Rolls,204,2
3262,1631,Cake,383,3
3263,1631,Dosa,346,1
3264,1632,Rolls,342,1
3265,1632,Cake,136,3
3266,1633,Pizza,266,3
3267,1634,Dosa,214,2
3268,1634,Fried Rice,88,1
3269,1635,Fried Rice,201,1
3270,1636,Sandwich,187,2
3271,1636,Pizza,351,2
3272,1637,Pasta,277,3
3273,1637,Dosa,197,3
3274,1637,Cake,142,1
3275,1638,Rolls,354,1
3276,1639,Rolls,354,1
3277,1639,Burger,378,1
3278,1639,Biryani,261,2
3279,1640,Sandwich,160,1
3280,1640,Sandwich,281,3
3281,1640,Burger,331,2
3282,1641,Dosa,138,3
3283,1641,Sandwich,134,3
3284,1642,Biryani,247,3
3285,1642,Pizza,276,1
3286,1642,Biryani,273,1
3287,1643,Pasta,158,2
3288,1644,Sandwich,134,1
3289,1645,Ice Cream,328,2
3290,1645,Ice Cream,168,2
3291,1646,Ice Cream,239,3
3292,1646,Burger,201,2
3293,1646,Pasta,316,3
3294,1647,Ice Cream,211,2
3295,1647,Burger,261,1
3296,1648,Rolls,189,2
3297,1649,Dosa,152,3
3298,1650,Cake,289,2
3299,1650,Fried Rice,296,3
3300,1651,Pasta,192,1
3301,1652,Pasta,181,1
3302,1652,Dosa,223,3
3303,1652,Cake,352,2
3304,1653,Pizza,372,2
3305,1653,Dosa,283,3
3306,1654,Cake,314,3
3307,1654,Sandwich,233,2
3308,1654,Burger,216,2
3309,1655,Pizza,321,3
3310,1656,Burger,125,2
3311,1657,Rolls,102,3
3312,1658,Fried Rice,369,2
3313,1658,Cake,276,1
3314,1659,Rolls,134,2
3315,1659,Fried Rice,334,3
3316,1660,Pasta,260,3
3317,1660,Pasta,90,2
3318,1661,Dosa,318,2
3319,1662,Pasta,276,1
3320,1663,Sandwich,251,1
3321,1663,Pizza,214,2
3322,1663,Sandwich,387,1
3323,1664,Sandwich,157,3
3324,1664,Pizza,99,2
3325,1664,Fried Rice,184,3
3326,1665,Burger,153,1
3327,1665,Pasta,282,2
3328,1666,Dosa,128,1
3329,1667,Burger,308,1
3330,1667,Cake,378,3
3331,1668,Fried Rice,276,3
3332,1668,Sandwich,98,2
3333,1668,Ice Cream,391,2
3334,1669,Pizza,171,3
3335,1669,Ice Cream,129,3
3336,1670,Sandwich,345,1
3337,1670,Pasta,263,2
3338,1671,Burger,179,1
3339,1672,Dosa,357,2
3340,1673,Cake,331,1
3341,1674,Pizza,93,1
3342,1675,Rolls,304,1
3343,1676,Fried Rice,165,2
3344,1676,Ice Cream,362,1
3345,1676,Dosa,388,2
3346,1677,Cake,244,2
3347,1677,Sandwich,378,3
3348,1677,Rolls,178,3
3349,1678,Fried Rice,201,1
3350,1678,Rolls,364,3
3351,1679,Pizza,387,1
3352,1679,Burger,147,1
3353,1679,Pasta,162,3
3354,1680,Ice Cream,191,1
3355,1680,Cake,337,2
3356,1681,Rolls,138,2
3357,1681,Biryani,183,2
3358,1681,Pasta,291,3
3359,1682,Sandwich,199,1
3360,1683,Fried Rice,111,1
3361,1684,Pizza,164,1
3362,1685,Burger,191,2
3363,1685,Burger,85,2
3364,1685,Biryani,227,1
3365,1686,Ice Cream,87,2
3366,1686,Fried Rice,372,1
3367,1686,Burger,252,3
3368,1687,Rolls,302,2
3369,1687,Pasta,81,3
3370,1687,Ice Cream,303,3
3371,1688,Biryani,154,1
3372,1688,Rolls,300,2
3373,1688,Biryani,264,1
3374,1689,Fried Rice,147,3
3375,1690,Pizza,332,3
3376,1691,Sandwich,195,1
3377,1691,Pasta,249,2
3378,1691,Sandwich,380,2
3379,1692,Fried Rice,115,3
3380,1692,Dosa,309,1
3381,1692,Fried Rice,362,1
3382,1693,Pasta,174,3
3383,1693,Fried Rice,155,2
3384,1693,Ice Cream,357,3
3385,1694,Pasta,131,3
3386,1694,Fried Rice,181,1
3387,1694,Biryani,335,1
3388,1695,Cake,389,2
3389,1695,Pasta,282,2
3390,1696,Ice Cream,207,2
3391,1696,Biryani,211,3
3392,1696,Pizza,121,3
3393,1697,Rolls,386,3
3394,1697,Rolls,289,1
3395,1698,Pasta,240,2
3396,1698,Sandwich,397,3
3397,1699,Rolls,385,2
3398,1700,Cake,151,1
3399,1700,Pizza,338,2
3400,1701,Biryani,177,2
3401,1701,Fried Rice,239,1
3402,1701,Pasta,326,3
3403,1702,Burger,381,2
3404,1703,Sandwich,198,3
3405,1703,Pizza,223,3
3406,1703,Biryani,318,2
3407,1704,Dosa,370,1
3408,1705,Fried Rice,392,2
3409,1705,Pasta,306,3
3410,1706,Burger,254,1
3411,1707,Fried Rice,208,3
3412,1708,Fried Rice,274,2
3413,1708,Pasta,261,2
3414,1709,Sandwich,385,3
3415,1709,Sandwich,179,3
3416,1709,Sandwich,320,3
3417,1710,Biryani,246,2
3418,1710,Sandwich,130,3
3419,1710,Rolls,92,2
3420,1711,Ice Cream,388,1
3421,1711,Rolls,200,2
3422,1711,Sandwich,364,1
3423,1712,Sandwich,298,2
3424,1712,Fried Rice,202,2
3425,1712,Ice Cream,332,1
3426,1713,Biryani,317,3
3427,1713,Rolls,394,2
3428,1713,Cake,143,2
3429,1714,Cake,170,3
3430,1715,Ice Cream,337,3
3431,1716,Pizza,158,3
3432,1717,Pasta,317,1
3433,1717,Sandwich,268,3
3434,1717,Dosa,245,2
3435,1718,Fried Rice,147,3
3436,1719,Rolls,237,3
3437,1720,Dosa,214,3
3438,1720,Ice Cream,239,3
3439,1721,Dosa,322,3
3440,1721,Sandwich,180,1
3441,1722,Pasta,122,1
3442,1722,Pasta,397,3
3443,1723,Pizza,102,1
3444,1723,Dosa,262,1
3445,1724,Fried Rice,118,1
3446,1724,Sandwich,348,1
3447,1724,Ice Cream,359,2
3448,1725,Ice Cream,178,2
3449,1726,Burger,356,3
3450,1726,Cake,399,3
3451,1727,Ice Cream,117,1
3452,1727,Burger,338,1
3453,1728,Pasta,337,2
3454,1728,Burger,338,3
3455,1729,Pizza,190,2
3456,1729,Sandwich,106,3
3457,1730,Dosa,251,3
3458,1730,Burger,213,1
3459,1731,Fried Rice,137,2
3460,1731,Rolls,254,3
3461,1731,Fried Rice,196,3
3462,1732,Dosa,387,1
3463,1732,Dosa,382,2
3464,1733,Fried Rice,126,2
3465,1733,Rolls,311,2
3466,1734,Burger,307,3
3467,1735,Ice Cream,237,3
3468,1735,Ice Cream,359,1
3469,1736,Cake,102,1
3470,1736,Sandwich,149,2
3471,1737,Ice Cream,154,3
3472,1737,Burger,304,2
3473,1738,Rolls,280,3
3474,1738,Sandwich,319,1
3475,1739,Ice Cream,359,3
3476,1740,Burger,213,3
3477,1740,Fried Rice,162,1
3478,1740,Burger,310,2
3479,1741,Burger,272,1
3480,1741,Pasta,249,2
3481,1741,Dosa,327,1
3482,1742,Burger,349,3
3483,1742,Sandwich,194,3
3484,1742,Biryani,349,2
3485,1743,Biryani,216,2
3486,1744,Dosa,140,2
3487,1745,Cake,368,3
3488,1745,Ice Cream,247,2
3489,1745,Pasta,102,3
3490,1746,Burger,391,3
3491,1746,Cake,163,2
3492,1747,Ice Cream,213,1
3493,1747,Sandwich,267,2
3494,1748,Cake,87,1
3495,1749,Ice Cream,104,3
3496,1749,Ice Cream,236,3
3497,1749,Pizza,396,1
3498,1750,Sandwich,322,2
3499,1750,Sandwich,163,2
3500,1750,Ice Cream,214,1
3501,1751,Cake,197,2
3502,1751,Ice Cream,345,3
3503,1752,Pizza,262,3
3504,1752,Ice Cream,188,2
3505,1753,Ice Cream,360,2
3506,1753,Fried Rice,231,2
3507,1754,Burger,343,3
3508,1754,Ice Cream,296,3
3509,1754,Sandwich,103,2
3510,1755,Rolls,181,1
3511,1755,Pasta,105,2
3512,1756,Biryani,349,1
3513,1756,Dosa,208,2
3514,1757,Cake,353,2
3515,1758,Ice Cream,267,1
3516,1758,Burger,192,2
3517,1758,Dosa,324,1
3518,1759,Rolls,97,2
3519,1759,Cake,238,2
3520,1760,Biryani,329,3
3521,1761,Fried Rice,266,3
3522,1762,Rolls,312,2
3523,1762,Burger,218,1
3524,1763,Pasta,329,1
3525,1763,Pizza,195,2
3526,1764,Pizza,360,2
3527,1764,Fried Rice,119,3
3528,1764,Rolls,172,3
3529,1765,Biryani,90,2
3530,1765,Fried Rice,211,3
3531,1765,Biryani,389,1
3532,1766,Dosa,123,1
3533,1766,Biryani,340,3
3534,1767,Burger,147,1
3535,1767,Sandwich,83,1
3536,1767,Pizza,196,3
3537,1768,Fried Rice,95,3
3538,1769,Sandwich,301,3
3539,1769,Cake,238,2
3540,1769,Pasta,379,1
3541,1770,Rolls,375,3
3542,1770,Dosa,334,3
3543,1771,Pasta,117,2
3544,1772,Fried Rice,104,1
3545,1772,Sandwich,221,1
3546,1772,Pasta,370,1
3547,1773,Sandwich,254,3
3548,1773,Pasta,311,1
3549,1773,Ice Cream,102,2
3550,1774,Dosa,302,3
3551,1774,Fried Rice,309,1
3552,1775,Ice Cream,81,3
3553,1776,Rolls,100,3
3554,1776,Fried Rice,356,2
3555,1776,Fried Rice,381,1
3556,1777,Cake,393,1
3557,1777,Ice Cream,303,3
3558,1777,Biryani,110,1
3559,1778,Burger,244,3
3560,1778,Rolls,206,3
3561,1779,Burger,154,1
3562,1779,Sandwich,155,3
3563,1780,Biryani,354,1
3564,1780,Sandwich,314,3
3565,1781,Pasta,108,3
3566,1781,Ice Cream,228,1
3567,1781,Ice Cream,348,1
3568,1782,Cake,275,1
3569,1782,Sandwich,344,2
3570,1782,Sandwich,154,1
3571,1783,Biryani,218,1
3572,1784,Biryani,198,3
3573,1784,Rolls,229,2
3574,1785,Rolls,233,2
3575,1785,Fried Rice,262,3
3576,1786,Pizza,262,1
3577,1786,Fried Rice,109,2
3578,1786,Rolls,233,1
3579,1787,Pasta,300,3
3580,1788,Pasta,104,2
3581,1788,Ice Cream,121,1
3582,1789,Fried Rice,343,2
3583,1790,Rolls,285,3
3584,1790,Dosa,334,3
3585,1790,Pasta,340,1
3586,1791,Cake,96,1
3587,1791,Burger,285,1
3588,1791,Burger,161,3
3589,1792,Pasta,346,3
3590,1793,Rolls,307,3
3591,1793,Burger,232,2
3592,1793,Cake,370,3
3593,1794,Ice Cream,196,1
3594,1794,Cake,127,1
3595,1794,Pasta,338,3
3596,1795,Biryani,112,2
3597,1796,Fried Rice,132,1
3598,1796,Pizza,290,1
3599,1796,Biryani,292,2
3600,1797,Fried Rice,82,1
3601,1797,Biryani,93,1
3602,1798,Ice Cream,273,1
3603,1798,Fried Rice,339,1
3604,1799,Dosa,142,3
3605,1799,Pizza,337,3
3606,1799,Pizza,187,1
3607,1800,Fried Rice,94,3
3608,1800,Sandwich,231,2
3609,1800,Pizza,360,2
3610,1801,Pizza,159,3
3611,1801,Sandwich,150,2
3612,1801,Fried Rice,136,3
3613,1802,Burger,364,2
3614,1802,Dosa,399,3
3615,1802,Pasta,99,3
3616,1803,Pizza,317,2
3617,1803,Cake,193,1
3618,1804,Fried Rice,237,1
3619,1805,Biryani,206,3
3620,1805,Biryani,303,2
3621,1806,Burger,199,1
3622,1806,Cake,232,3
3623,1807,Rolls,259,3
3624,1807,Burger,209,1
3625,1808,Pizza,160,1
3626,1809,Pizza,153,2
3627,1809,Pasta,205,3
3628,1809,Pasta,185,2
3629,1810,Pizza,226,2
3630,1810,Rolls,80,3
3631,1811,Biryani,271,1
3632,1811,Pizza,166,1
3633,1812,Sandwich,189,2
3634,1812,Rolls,256,3
3635,1813,Dosa,304,1
3636,1814,Sandwich,372,1
3637,1814,Fried Rice,332,3
3638,1815,Biryani,232,2
3639,1816,Pizza,340,2
3640,1817,Rolls,184,3
3641,1818,Sandwich,396,3
3642,1818,Burger,163,3
3643,1818,Burger,124,3
3644,1819,Sandwich,129,1
3645,1820,Burger,221,3
3646,1820,Rolls,269,2
3647,1820,Ice Cream,180,2
3648,1821,Pasta,381,1
3649,1822,Pasta,120,1
3650,1823,Pizza,108,1
3651,1823,Ice Cream,342,3
3652,1823,Sandwich,261,2
3653,1824,Ice Cream,121,3
3654,1824,Ice Cream,340,3
3655,1824,Rolls,81,3
3656,1825,Cake,174,3
3657,1826,Ice Cream,109,2
3658,1826,Pasta,167,2
3659,1826,Cake,299,3
3660,1827,Sandwich,353,1
3661,1828,Cake,276,3
3662,1828,Fried Rice,109,1
3663,1829,Ice Cream,146,3
3664,1829,Fried Rice,263,2
3665,1829,Cake,281,1
3666,1830,Pizza,155,1
3667,1830,Biryani,81,3
3668,1831,Biryani,155,1
3669,1831,Sandwich,249,3
3670,1831,Rolls,376,1
3671,1832,Pizza,161,1
3672,1832,Biryani,302,3
3673,1832,Biryani,117,2
3674,1833,Ice Cream,140,3
3675,1834,Sandwich,107,1
3676,1835,Sandwich,149,3
3677,1835,Fried Rice,235,1
3678,1836,Cake,175,1
3679,1837,Fried Rice,180,2
3680,1837,Cake,82,3
3681,1837,Rolls,176,1
3682,1838,Ice Cream,318,1
3683,1838,Pizza,210,3
3684,1839,Dosa,180,1
3685,1840,Rolls,325,1
3686,1841,Fried Rice,348,3
3687,1841,Rolls,260,2
3688,1842,Pasta,233,1
3689,1843,Biryani,125,2
3690,1844,Dosa,314,3
3691,1844,Fried Rice,161,2
3692,1845,Rolls,172,1
3693,1845,Sandwich,277,2
3694,1846,Pizza,272,2
3695,1846,Cake,333,3
3696,1847,Cake,209,3
3697,1847,Dosa,394,1
3698,1848,Cake,142,3
3699,1848,Ice Cream,321,3
3700,1848,Fried Rice,272,2
3701,1849,Dosa,295,2
3702,1850,Pasta,213,2
3703,1851,Rolls,108,2
3704,1851,Fried Rice,280,2
3705,1851,Ice Cream,167,2
3706,1852,Sandwich,103,1
3707,1852,Pasta,181,1
3708,1853,Biryani,196,1
3709,1854,Rolls,378,1
3710,1854,Cake,86,3
3711,1855,Dosa,115,1
3712,1855,Burger,350,2
3713,1855,Pizza,264,1
3714,1856,Burger,316,1
3715,1857,Biryani,186,2
3716,1857,Pasta,239,3
3717,1858,Cake,205,1
3718,1859,Burger,287,3
3719,1860,Ice Cream,363,2
3720,1860,Sandwich,234,1
3721,1860,Biryani,215,3
3722,1861,Pizza,207,3
3723,1861,Fried Rice,175,1
3724,1861,Cake,382,1
3725,1862,Sandwich,89,1
3726,1862,Sandwich,259,2
3727,1863,Pizza,216,2
3728,1863,Sandwich,120,1
3729,1863,Fried Rice,217,2
3730,1864,Dosa,375,1
3731,1865,Pizza,198,3
3732,1865,Cake,250,1
3733,1866,Biryani,283,1
3734,1866,Fried Rice,224,1
3735,1866,Biryani,190,3
3736,1867,Sandwich,226,1
3737,1867,Dosa,111,3
3738,1867,Ice Cream,239,2
3739,1868,Dosa,317,3
3740,1868,Burger,215,2
3741,1869,Biryani,91,3
3742,1870,Pizza,115,2
3743,1870,Cake,153,2
3744,1870,Ice Cream,327,3
3745,1871,Cake,238,3
3746,1871,Fried Rice,239,2
3747,1872,Pasta,394,1
3748,1872,Dosa,147,1
3749,1872,Pasta,251,3
3750,1873,Biryani,304,1
3751,1873,Cake,277,1
3752,1873,Ice Cream,232,1
3753,1874,Sandwich,269,3
3754,1874,Rolls,108,1
3755,1875,Cake,167,1
3756,1875,Sandwich,190,1
3757,1875,Sandwich,148,3
3758,1876,Fried Rice,326,3
3759,1876,Biryani,101,3
3760,1876,Pizza,271,2
3761,1877,Pasta,378,1
3762,1877,Pasta,269,3
3763,1878,Sandwich,306,2
3764,1878,Rolls,392,1
3765,1879,Pizza,384,1
3766,1879,Rolls,373,2
3767,1880,Ice Cream,175,1
3768,1880,Biryani,183,2
3769,1881,Ice Cream,182,3
3770,1881,Burger,261,3
3771,1882,Ice Cream,306,1
3772,1882,Sandwich,377,2
3773,1882,Fried Rice,82,2
3774,1883,Pizza,115,1
3775,1883,Fried Rice,239,3
3776,1884,Cake,191,2
3777,1885,Rolls,281,1
3778,1885,Fried Rice,156,1
3779,1885,Pizza,333,2
3780,1886,Cake,102,2
3781,1887,Sandwich,352,2
3782,1888,Cake,202,1
3783,1888,Cake,117,3
3784,1889,Rolls,349,2
3785,1889,Cake,345,2
3786,1889,Rolls,278,2
3787,1890,Biryani,288,2
3788,1891,Biryani,384,1
3789,1891,Cake,255,3
3790,1892,Biryani,139,1
3791,1892,Cake,214,1
3792,1892,Sandwich,200,3
3793,1893,Ice Cream,125,1
3794,1893,Burger,378,1
3795,1893,Sandwich,182,2
3796,1894,Pizza,293,3
3797,1894,Cake,305,1
3798,1895,Biryani,234,2
3799,1896,Burger,391,3
3800,1896,Dosa,399,1
3801,1896,Fried Rice,103,2
3802,1897,Rolls,297,3
3803,1898,Rolls,157,3
3804,1898,Pasta,324,1
3805,1899,Rolls,181,2
3806,1900,Cake,282,1
3807,1900,Dosa,245,3
