order_id,customer_id,restaurant_id,order_timestamp,order_value,discount_amount,payment_method,delivery_partner_id,order_status
1761,101,3,2023-04-03 14:45,484.36,119.61,UPI,138,Delivered
1762,963,8,2023-12-20 11:26,418.57,104.42,Credit Card,47,Delivered
1763,573,38,2023-05-23 20:49,193.74,27.37,Debit Card,96,Delivered
1764,658,4,2023-10-09 12:35,667.13,61.75,UPI,125,Cancelled
1765,939,12,2023-02-16 14:19,361.66,80.27,Credit Card,79,Delivered
1766,1087,44,2023-03-25 14:9,590.87,53.96,Debit Card,39,Delivered
1767,226,31,2023-12-02 18:43,238.28,26.42,Debit Card,122,Delivered
1768,105,25,2023-06-02 15:42,129.3,110.42,Credit Card,46,Delivered
1769,772,53,2023-06-05 12:37,313.83,29.83,Debit Card,72,Cancelled
1770,429,16,2023-01-20 12:21,296.99,39.07,Wallet,51,Delivered
1771,434,42,2023-03-20 20:53,711.43,42.98,Wallet,25,Delivered
1772,1052,54,2023-04-08 18:23,705.27,24.27,UPI,82,Delivered
1773,682,14,2023-07-17 10:27,473.73,127.43,Debit Card,143,Delivered
1774,588,13,2023-02-19 13:54,113.3,91.59,Debit Card,58,Delivered
1775,1093,41,2023-01-10 14:57,259.83,125.21,Credit Card,26,Delivered
1776,866,7,2023-06-11 22:42,547.31,74.06,Wallet,41,Delivered
1777,746,12,2023-10-16 19:45,170.99,77.93,Cash,44,Delivered
1778,1191,37,2023-05-09 14:22,590.44,92.42,UPI,85,Delivered
1779,864,50,2023-09-06 18:55,108.37,55.64,Wallet,22,Delivered
1780,368,4,2023-09-14 14:21,577.78,74.49,Credit Card,110,Returned
1781,251,2,2023-01-04 10:50,691.18,82.04,UPI,37,Delivered
1782,859,35,2023-07-21 13:35,428.45,143.03,Cash,118,Delivered
1783,856,58,2023-10-12 13:45,680.36,132.44,UPI,101,Delivered
1784,1194,44,2023-11-21 22:46,647.07,19.39,Wallet,142,Returned
1785,1114,3,2023-06-24 20:24,569.99,6.19,Cash,4,Delivered
1786,561,4,2023-12-22 18:40,411.6,102.05,Credit Card,24,Delivered
1787,294,38,2023-08-28 11:57,290.33,7.38,UPI,65,Delivered
1788,919,12,2023-02-17 11:1,702.6,9.05,Wallet,66,Delivered
1789,1174,19,2023-07-27 22:32,554.01,23.89,Credit Card,13,Delivered
1790,1156,10,2023-05-24 12:46,658.61,52.76,Cash,27,Delivered
1791,433,1,2023-11-14 20:41,486.38,65.25,UPI,116,Delivered
1792,59,17,2023-05-12 10:3,220.31,77.91,Debit Card,81,Delivered
1793,969,16,2023-03-30 10:13,785.61,148.84,Wallet,121,Delivered
1794,836,9,2023-03-16 18:27,227.92,57.78,Wallet,109,Delivered
1795,199,57,2023-01-07 10:35,737.87,36.41,Debit Card,145,Delivered
1796,215,53,2023-09-23 10:35,245.7,86.29,Credit Card,69,Returned
1797,898,9,2023-08-11 12:17,361.62,32.27,Wallet,57,Delivered
1798,472,59,2023-08-29 15:27,408.06,141.08,Credit Card,72,Delivered
1799,247,55,2023-04-12 18:11,744.96,38.89,Cash,108,Failed
1800,382,9,2023-06-18 11:33,721.74,148.49,Debit Card,73,Delivered
1801,991,12,2023-01-25 10:52,676.25,62.8,Credit Card,18,Cancelled
1802,927,55,2023-02-02 16:8,363.67,121.9,Cash,16,Delivered
1803,1192,41,2023-01-06 11:37,103.15,97.24,UPI,96,Delivered
1804,560,15,2023-05-17 12:15,577.11,140.02,Wallet,40,Delivered
1805,1075,2,2023-08-04 22:43,387.67,93.81,Debit Card,39,Delivered
1806,689,11,2023-07-02 17:25,629.94,87.18,UPI,56,Delivered
1807,380,11,2023-02-07 12:22,656.4,97.93,UPI,117,Delivered
1808,474,8,2023-05-22 14:55,407.81,117.97,UPI,54,Delivered
1809,1104,55,2023-04-13 16:7,623.67,134.83,Credit Card,46,Failed
1810,697,32,2023-02-11 12:18,687.96,40.02,Wallet,43,Delivered
1811,911,6,2023-03-07 10:41,749.93,30.13,Debit Card,4,Delivered
1812,960,53,2023-02-07 15:12,507.72,5.15,Wallet,5,Delivered
1813,478,20,2023-04-16 21:23,644.94,55.51,Wallet,113,Delivered
1814,1004,39,2023-12-18 15:37,446.2,126.93,Wallet,58,Delivered
1815,926,35,2023-04-07 21:54,129.16,10.48,Cash,37,Delivered
1816,707,8,2023-05-31 19:56,208.65,80.78,Cash,9,Delivered
1817,854,50,2023-12-01 21:22,189.76,104.22,Cash,15,Failed
1818,1138,49,2023-10-19 18:0,220.24,125.53,Cash,88,Delivered
1819,1017,43,2023-09-16 10:33,107.15,87.51,Wallet,99,Delivered
1820,754,34,2023-11-22 14:45,701.09,27.95,Wallet,105,Delivered
1821,503,57,2023-06-28 18:39,492.1,144.68,Debit Card,105,Delivered
1822,817,53,2023-01-29 12:17,368.21,14.2,Debit Card,27,Delivered
1823,588,59,2023-08-20 14:14,386.85,115.35,Debit Card,83,Cancelled
1824,708,56,2023-07-04 10:9,424.35,12.98,Debit Card,32,Delivered
1825,1068,19,2023-11-19 13:3,151.72,21.51,Debit Card,130,Delivered
1826,1108,7,2023-03-16 18:32,292.27,134.73,Cash,18,Cancelled
1827,207,31,2023-10-11 18:15,696.14,112.96,Wallet,28,Delivered
1828,151,18,2023-01-09 20:5,620.57,54.83,Debit Card,71,Delivered
1829,668,40,2023-11-01 20:11,494.38,95.81,Credit Card,117,Delivered
1830,528,14,2023-05-30 17:47,436.49,68.59,Debit Card,100,Delivered
1831,165,39,2023-02-02 10:55,281.28,9.98,Debit Card,88,Delivered
1832,917,60,2023-06-06 14:39,429.88,108.17,Wallet,92,Delivered
1833,1169,53,2023-07-21 11:46,518.5,114.49,Cash,39,Cancelled
1834,1010,60,2023-09-01 22:26,598.85,132.35,UPI,132,Delivered
1835,37,59,2023-03-15 18:44,216.65,81.1,Wallet,52,Cancelled
1836,333,36,2023-06-04 16:2,669.18,100.97,Cash,122,Delivered
1837,403,17,2023-10-16 11:10,342.07,65.71,Credit Card,68,Delivered
1838,414,37,2023-06-23 19:38,452.28,47.84,UPI,57,Failed
1839,45,44,2023-09-04 21:32,525.53,61.75,Cash,13,Cancelled
1840,206,9,2023-07-05 16:14,441.67,136.76,Cash,63,Delivered
1841,62,58,2023-10-09 20:37,500.37,24.63,Wallet,71,Delivered
1842,420,20,2023-01-27 15:38,178.07,37.27,Cash,23,Delivered
1843,868,45,2023-05-15 10:9,402.51,90.93,Debit Card,30,Delivered
1844,820,57,2023-01-21 17:23,296.33,17.44,Cash,113,Cancelled
1845,19,28,2023-12-05 12:54,160.22,133.78,UPI,135,Delivered
1846,365,50,2023-02-05 15:56,234.15,7.09,Cash,54,Delivered
1847,1031,20,2023-02-11 11:47,521.71,113.3,Credit Card,109,Delivered
1848,428,41,2023-05-26 15:18,237.68,56.06,Debit Card,145,Delivered
1849,1141,36,2023-11-02 22:38,226.74,7.67,UPI,97,Delivered
1850,580,53,2023-04-26 21:33,486.98,126.44,UPI,60,Delivered
1851,546,27,2023-02-28 21:43,733.29,96.07,Wallet,66,Returned
1852,325,8,2023-08-04 13:35,652.08,1.33,Wallet,141,Delivered
1853,55,32,2023-10-31 10:48,733.56,40.13,Debit Card,52,Delivered
1854,778,1,2023-03-08 15:22,508.09,52.81,UPI,32,Delivered
1855,992,17,2023-11-29 18:20,386.95,48.39,Credit Card,9,Delivered
1856,42,57,2023-12-27 17:16,610.75,74.75,Cash,17,Delivered
1857,231,9,2023-09-29 20:27,282.95,79.02,Cash,126,Delivered
1858,453,20,2023-06-28 17:15,154.64,59.51,Cash,82,Failed
1859,394,45,2023-02-26 13:45,341.23,49.77,Wallet,40,Delivered
1860,1152,32,2023-08-26 21:37,309.47,75.66,UPI,104,Delivered
1861,691,2,2023-03-25 22:47,572.88,5.04,UPI,128,Delivered
1862,392,32,2023-05-07 18:33,485.95,96.78,Credit Card,18,Delivered
1863,604,45,2023-12-15 12:9,196.78,90.9,Wallet,141,Delivered
1864,881,9,2023-12-06 11:26,735.95,41.88,Credit Card,143,Cancelled
1865,1102,30,2023-06-09 17:9,515.34,26.93,UPI,6,Delivered
1866,85,20,2023-06-17 10:57,420.38,10.95,Cash,45,Delivered
1867,1054,38,2023-12-19 15:38,756.04,88.1,Wallet,98,Delivered
1868,49,60,2023-10-01 18:7,168.11,85.34,Wallet,119,Delivered
1869,1169,1,2023-12-11 19:3,652.72,80,Wallet,78,Delivered
1870,69,60,2023-10-03 21:39,355.27,147.84,Cash,48,Delivered
1871,1082,57,2023-07-12 17:54,586.77,79.73,Wallet,111,Delivered
1872,697,5,2023-10-27 16:56,751.51,108.27,Debit Card,83,Delivered
1873,479,35,2023-10-30 22:15,462.4,16.94,Wallet,104,Delivered
1874,820,36,2023-08-06 16:30,115.85,44.85,Cash,74,Delivered
1875,1195,1,2023-08-30 10:16,120.19,41.32,Wallet,55,Delivered
1876,147,14,2023-09-29 16:36,331.39,86.4,Debit Card,61,Delivered
1877,1016,9,2023-06-29 14:9,647.16,49.62,Debit Card,2,Delivered
1878,609,30,2023-02-07 21:30,301.78,96.16,Wallet,116,Delivered
1879,446,24,2023-03-15 15:48,334.13,103.51,UPI,2,Delivered
1880,221,4,2023-08-14 12:51,649.12,5.05,UPI,76,Delivered
1881,95,50,2023-12-14 21:58,181.33,95.96,Credit Card,10,Delivered
1882,262,14,2023-01-13 18:11,692.77,17.52,Debit Card,76,Delivered
1883,897,25,2023-02-19 17:56,286.05,69.77,UPI,2,Delivered
1884,1095,4,2023-09-06 16:56,135.86,108.99,Credit Card,121,Delivered
1885,219,25,2023-07-01 11:7,182.14,105.5,UPI,65,Delivered
1886,92,10,2023-04-16 18:59,766.79,44.97,Wallet,81,Delivered
1887,127,35,2023-04-30 11:7,415.93,40.85,Debit Card,85,Delivered
1888,80,55,2023-08-31 12:8,279.51,66.03,UPI,44,Delivered
1889,983,7,2023-09-26 18:30,464.89,28.3,Wallet,34,Delivered
1890,916,42,2023-02-21 21:54,577.64,146.2,Credit Card,73,Delivered
1891,486,13,2023-12-31 17:46,323.16,51.74,Wallet,106,Delivered
1892,694,4,2023-12-17 22:44,607.69,138.45,Credit Card,5,Delivered
1893,25,50,2023-11-05 22:30,276.58,136.24,UPI,110,Delivered
1894,156,43,2023-12-03 18:53,178.64,54.73,Cash,69,Delivered
1895,632,57,2023-03-08 19:48,484.8,38.11,Wallet,54,Delivered
1896,1081,36,2023-04-03 17:17,205.78,115.63,Cash,38,Delivered
1897,19,56,2023-02-18 16:10,758.34,34.41,Debit Card,137,Delivered
1898,237,14,2023-11-25 15:55,100.31,78.19,Cash,61,Cancelled
1899,277,18,2023-03-29 18:54,628.99,16.6,Debit Card,95,Delivered
1900,745,8,2023-06-02 18:11,295.63,57.89,UPI,21,Delivered
1901,552,32,2023-04-23 15:27,692.26,11.72,UPI,36,Returned
1902,1177,27,2023-01-08 19:24,142.11,42.52,Wallet,1,Delivered
1903,639,42,2023-10-19 22:49,767.1,99.79,Cash,150,Delivered
1904,237,37,2023-04-17 18:40,170.98,148.7,Debit Card,143,Delivered
1905,998,23,2023-07-07 17:2,651.52,38.22,Debit Card,46,Delivered
1906,55,7,2023-11-05 11:45,462.14,71,Cash,65,Delivered
1907,684,12,2023-05-25 13:52,401.28,67.21,UPI,6,Delivered
1908,109,25,2023-04-24 12:59,296.11,27.62,UPI,81,Delivered
1909,373,3,2023-03-27 15:46,688.96,91.51,Debit Card,148,Delivered
1910,973,26,2023-07-18 21:47,239.83,108.71,Wallet,28,Delivered
1911,201,4,2023-07-20 13:36,604.87,22.08,UPI,135,Delivered
1912,849,42,2023-07-22 11:21,412.05,113.57,Credit Card,49,Delivered
1913,509,36,2023-10-19 14:6,798.95,105.02,Debit Card,24,Delivered
1914,275,15,2023-04-30 15:9,527.98,29.6,Cash,80,Delivered
1915,211,32,2023-02-15 17:45,172.93,97.34,Cash,13,Delivered
1916,504,29,2023-02-15 13:27,393.66,59.05,Debit Card,92,Delivered
1917,1142,10,2023-03-28 12:0,146.41,102.17,Debit Card,135,Returned
1918,703,21,2023-06-06 18:8,299.96,74.41,UPI,15,Delivered
1919,42,54,2023-01-22 11:15,340.32,7.22,Debit Card,87,Delivered
1920,315,16,2023-08-20 19:5,697.22,118.05,Debit Card,124,Failed
1921,788,47,2023-07-02 22:32,686.59,83.34,Credit Card,69,Cancelled
1922,329,19,2023-07-21 10:59,108.09,108.72,Cash,91,Delivered
1923,1041,29,2023-02-12 22:16,472.6,18.91,UPI,60,Delivered
1924,283,52,2023-11-20 22:54,256.48,108.19,Wallet,10,Delivered
1925,943,51,2023-02-13 22:4,324.07,62.05,UPI,51,Delivered
1926,258,18,2023-07-07 15:33,115.16,119.89,Cash,64,Delivered
1927,575,58,2023-09-20 18:53,624.82,89.87,Wallet,106,Delivered
1928,574,44,2023-08-08 19:3,765.41,53.24,Debit Card,56,Delivered
1929,612,57,2023-07-14 18:22,253.49,30.29,Credit Card,91,Cancelled
1930,1043,16,2023-12-13 22:37,339.24,122.39,Credit Card,85,Delivered
1931,837,1,2023-06-09 16:46,244.5,84.03,Cash,107,Cancelled
1932,423,48,2023-02-06 12:34,751.03,148.12,Cash,79,Cancelled
1933,758,2,2023-01-13 11:23,106.55,56.02,Credit Card,109,Delivered
1934,763,56,2023-11-28 17:18,508.7,102.86,Wallet,102,Delivered
1935,1105,15,2023-09-22 21:13,709.53,93.42,Wallet,148,Delivered
1936,424,39,2023-08-07 11:41,230.42,95.64,UPI,143,Delivered
1937,429,28,2023-10-24 15:32,513,110.55,Debit Card,29,Delivered
1938,204,1,2023-08-17 19:24,135.45,20.87,Wallet,70,Delivered
1939,196,5,2023-11-29 15:22,670.21,82.45,Debit Card,80,Cancelled
1940,728,42,2023-04-07 14:33,292.1,76.37,Cash,65,Delivered
1941,285,22,2023-11-08 13:16,792.13,51.38,Wallet,16,Delivered
1942,196,53,2023-01-10 16:43,745.41,65.42,Wallet,54,Cancelled
1943,307,36,2023-09-08 11:34,612.76,77.82,Wallet,97,Delivered
1944,14,46,2023-09-06 22:40,447.79,48.14,UPI,7,Delivered
1945,1170,13,2023-05-10 12:15,636.61,43.97,Cash,60,Delivered
1946,1081,1,2023-08-23 21:24,191.43,110.74,Credit Card,10,Delivered
1947,723,16,2023-01-01 11:47,317.14,10.04,UPI,53,Delivered
1948,780,55,2023-01-27 11:57,118.83,46.94,UPI,8,Delivered
1949,529,41,2023-08-10 12:9,551.52,98.06,Wallet,126,Delivered
1950,798,22,2023-10-02 19:15,663.88,31.32,UPI,85,Delivered
1951,344,32,2023-05-21 11:55,762.4,85.84,Credit Card,90,Delivered
1952,209,16,2023-04-05 22:24,580.56,45.32,UPI,37,Returned
1953,641,51,2023-02-26 11:37,612.46,126.5,UPI,132,Delivered
1954,252,15,2023-06-18 22:5,726.82,52.5,Wallet,84,Delivered
1955,271,58,2023-12-04 10:43,755.46,34.43,Cash,104,Delivered
1956,920,46,2023-12-13 14:6,443.91,79.52,Credit Card,23,Returned
1957,419,52,2023-07-21 19:50,176.85,20.35,Wallet,137,Delivered
1958,795,42,2023-02-26 19:27,426.49,119.62,UPI,45,Delivered
1959,1100,53,2023-10-19 19:49,489.25,102,Credit Card,146,Delivered
1960,725,12,2023-08-15 14:47,542.08,115.58,Debit Card,46,Delivered
1961,433,60,2023-05-28 22:10,792.5,59.83,UPI,2,Delivered
1962,109,1,2023-12-31 12:27,742.29,125.25,Cash,17,Delivered
1963,641,53,2023-12-24 17:44,377.45,74.03,UPI,118,Delivered
1964,1071,17,2023-11-12 13:56,179.42,14.2,Cash,16,Delivered
1965,379,41,2023-02-23 14:18,250.35,33.6,Debit Card,110,Delivered
1966,1120,55,2023-10-20 14:13,221.66,106.66,Wallet,48,Cancelled
1967,958,51,2023-12-17 21:59,349.21,134.46,Wallet,95,Delivered
1968,103,57,2023-08-16 21:37,713.54,14.28,Wallet,92,Delivered
1969,892,50,2023-07-30 19:0,406.58,129.63,Credit Card,106,Delivered
1970,854,28,2023-01-23 16:27,497.09,119.86,Cash,103,Delivered
1971,1170,7,2023-07-07 11:48,225.42,53.48,UPI,132,Delivered
1972,1051,9,2023-02-16 12:38,444.99,103.39,Credit Card,1,Delivered
1973,530,22,2023-08-05 11:5,711.54,28.04,Credit Card,33,Delivered
1974,679,26,2023-07-30 14:11,641.42,122.01,UPI,131,Delivered
1975,989,53,2023-10-08 12:0,156.83,98.6,Debit Card,101,Delivered
1976,1106,12,2023-05-13 10:7,703.45,65.82,Wallet,45,Delivered
1977,428,7,2023-10-22 20:17,291.68,129.68,Debit Card,21,Delivered
1978,822,46,2023-08-26 20:8,566,20.89,Debit Card,73,Delivered
1979,1186,47,2023-09-04 13:43,202.47,126.87,Wallet,57,Delivered
1980,932,15,2023-12-15 10:29,572.25,3.58,Debit Card,62,Delivered
1981,1062,38,2023-11-08 22:0,124.99,112.98,Credit Card,121,Cancelled
1982,511,21,2023-01-03 15:7,520.45,86,UPI,24,Delivered
1983,393,14,2023-02-25 11:24,552.16,104.51,Credit Card,138,Delivered
1984,713,2,2023-06-25 13:19,271.15,61.85,Credit Card,99,Delivered
1985,494,8,2023-06-08 11:16,755.88,129.67,Cash,68,Cancelled
1986,547,45,2023-01-10 16:58,132.18,46.97,Wallet,57,Delivered
1987,594,55,2023-08-22 12:51,724.2,41.24,Wallet,75,Delivered
1988,389,6,2023-02-23 10:8,367.33,45.26,Credit Card,107,Delivered
1989,158,37,2023-01-09 14:23,599.74,116.15,Wallet,48,Delivered
1990,1028,37,2023-10-22 20:7,556.08,74.29,Cash,77,Cancelled
1991,167,57,2023-06-02 11:9,217.77,80.56,UPI,30,Delivered
1992,960,33,2023-06-01 12:58,323.3,124.75,Debit Card,46,Delivered
1993,409,41,2023-05-14 15:31,470.77,125,Wallet,140,Delivered
1994,194,6,2023-02-08 22:58,692.56,24.26,Credit Card,120,Delivered
1995,235,52,2023-03-08 17:55,768.4,82.47,Wallet,60,Delivered
1996,718,26,2023-02-10 17:34,114.41,18.9,Credit Card,147,Delivered
1997,1174,39,2023-12-03 12:33,346.79,130.28,Debit Card,104,Delivered
1998,1183,41,2023-03-17 17:5,567.7,125.55,Wallet,68,Delivered
1999,816,37,2023-08-22 20:47,469.41,127.4,Debit Card,118,Delivered
2000,404,14,2023-10-10 17:17,760.12,105.73,Credit Card,124,Delivered
2001,893,37,2023-01-27 15:54,111.88,70.03,Cash,117,Delivered
2002,678,8,2023-08-21 14:58,406.42,60.71,Cash,7,Delivered
2003,68,39,2023-04-30 10:57,568.16,59.28,UPI,82,Delivered
2004,88,13,2023-09-12 15:17,252.31,9.93,Credit Card,53,Delivered
2005,217,13,2023-09-16 17:0,608.11,142.33,Credit Card,136,Delivered
2006,1,40,2023-09-19 12:21,156.86,67.54,Credit Card,150,Delivered
2007,1159,43,2023-06-20 20:7,415.73,139.52,Cash,26,Delivered
2008,140,28,2023-07-16 13:8,573.36,131.89,Cash,117,Delivered
2009,618,58,2023-10-30 14:27,286.73,124.29,Cash,81,Delivered
2010,133,18,2023-10-29 13:55,151.69,88.25,Wallet,41,Delivered
2011,178,57,2023-08-04 17:51,769.92,15.23,Wallet,111,Delivered
2012,810,19,2023-03-02 10:33,739.68,48.59,Cash,82,Cancelled
2013,380,38,2023-01-20 19:33,748.46,90.54,Debit Card,70,Delivered
2014,908,32,2023-10-26 19:29,784.95,2.02,Wallet,98,Failed
2015,658,22,2023-04-17 18:6,229.29,6.39,Wallet,5,Returned
2016,450,2,2023-03-25 10:2,210.44,101.65,Wallet,122,Delivered
2017,586,60,2023-08-27 17:35,123.95,133.23,Wallet,12,Delivered
2018,463,13,2023-10-09 19:33,724.28,128.27,UPI,75,Delivered
2019,990,23,2023-07-25 17:54,626.93,25.22,Wallet,24,Delivered
2020,1132,25,2023-12-13 19:56,543.28,136.69,Debit Card,115,Returned
2021,122,28,2023-04-24 14:21,749.37,104.45,UPI,113,Delivered
2022,17,58,2023-10-28 11:30,502.55,107.45,Wallet,63,Delivered
2023,327,11,2023-09-15 22:30,190.81,45.61,Credit Card,138,Delivered
2024,318,33,2023-03-03 19:29,223.81,107.4,UPI,133,Delivered
2025,809,24,2023-12-22 17:14,192.53,106.47,Wallet,89,Delivered
2026,503,2,2023-09-27 22:26,315.36,89.2,Debit Card,28,Delivered
2027,119,30,2023-03-26 18:19,365.65,53.59,Cash,45,Delivered
2028,710,17,2023-08-15 19:14,657.79,121.65,Wallet,111,Delivered
2029,45,40,2023-08-04 10:56,233.88,140.63,Credit Card,124,Delivered
2030,314,34,2023-05-24 13:10,607.76,130.48,Debit Card,91,Delivered
2031,418,38,2023-03-08 12:45,443.86,36.45,UPI,136,Delivered
2032,556,22,2023-04-15 12:35,799.76,66.85,Debit Card,27,Delivered
2033,1102,5,2023-07-07 13:10,643.61,51.36,Wallet,145,Delivered
2034,326,48,2023-02-20 16:53,778.27,106.12,Credit Card,31,Delivered
2035,515,40,2023-01-17 19:23,339.65,124.72,Debit Card,5,Delivered
2036,214,51,2023-10-31 13:21,186.14,32.37,Debit Card,60,Delivered
2037,74,16,2023-07-17 16:13,454.13,142.09,Cash,89,Cancelled
2038,509,13,2023-01-11 21:45,186.97,101.6,Cash,147,Delivered
2039,332,26,2023-05-13 14:19,444.72,32.77,Wallet,101,Delivered
2040,1117,31,2023-02-23 16:57,288.96,55.66,UPI,42,Cancelled
2041,688,52,2023-03-20 19:32,443.73,15.69,UPI,23,Delivered
2042,657,39,2023-09-06 17:22,764.75,89.56,Credit Card,121,Delivered
2043,1028,48,2023-07-20 12:57,302.32,25.38,Wallet,109,Delivered
2044,1162,23,2023-12-22 16:21,795.4,103.96,UPI,77,Delivered
2045,600,48,2023-01-14 22:49,260.53,110.59,Debit Card,17,Delivered
2046,1076,12,2023-08-28 11:9,245.68,71.9,Wallet,114,Delivered
2047,325,14,2023-10-10 21:8,481.35,14.07,Debit Card,58,Delivered
2048,992,56,2023-11-23 20:55,689.43,91.63,Credit Card,131,Delivered
2049,717,18,2023-12-02 19:34,624.65,55.83,Wallet,96,Delivered
2050,723,27,2023-03-22 16:7,606.48,142.45,Credit Card,45,Delivered
2051,277,28,2023-09-15 18:51,297.84,76.98,Cash,35,Delivered
2052,536,18,2023-07-05 20:56,115.76,10.84,Credit Card,2,Delivered
2053,152,16,2023-04-06 22:2,213.22,95.41,Cash,47,Delivered
2054,955,52,2023-01-02 12:48,344.63,116.9,Wallet,3,Delivered
2055,259,16,2023-12-23 13:28,780.18,24.08,Debit Card,128,Delivered
2056,324,13,2023-05-25 19:40,743.84,67.36,Debit Card,20,Delivered
2057,1017,58,2023-09-19 20:33,240.45,111.48,Debit Card,40,Delivered
2058,869,29,2023-01-31 16:11,607.94,3.07,Credit Card,109,Cancelled
2059,1192,9,2023-01-12 18:21,505.31,4.35,Wallet,65,Delivered
2060,688,26,2023-04-01 17:11,134.89,101.54,Wallet,90,Delivered
2061,310,28,2023-10-01 22:46,360.19,108.77,Cash,63,Delivered
2062,803,41,2023-03-21 13:11,440.25,126.88,Wallet,56,Delivered
2063,1080,13,2023-08-02 11:53,567.3,59.94,Debit Card,66,Delivered
2064,620,36,2023-04-07 20:41,306.43,58.47,Wallet,96,Cancelled
2065,473,9,2023-08-28 18:33,753.67,82.86,Cash,116,Delivered
2066,461,47,2023-12-10 15:59,416.32,113.6,Wallet,87,Cancelled
2067,814,14,2023-02-23 16:4,273.97,96.15,Wallet,51,Delivered
2068,846,51,2023-08-24 20:35,321.5,49.1,Debit Card,12,Delivered
2069,1165,12,2023-02-23 17:35,626.32,51.98,Wallet,44,Cancelled
2070,667,53,2023-07-16 16:5,548.2,114.45,Credit Card,138,Delivered
2071,262,58,2023-12-31 13:44,619.52,80.2,Cash,83,Delivered
2072,355,57,2023-05-12 19:51,304.64,14.7,Cash,90,Cancelled
2073,770,32,2023-11-17 14:39,328.79,22.95,Cash,9,Delivered
2074,180,38,2023-02-06 12:46,377.7,127.68,Wallet,92,Delivered
2075,66,3,2023-08-07 10:22,232.02,149.82,Credit Card,125,Delivered
2076,820,58,2023-10-30 20:50,583.73,50.35,Cash,64,Delivered
2077,171,57,2023-01-13 21:23,330.54,58.01,UPI,131,Delivered
2078,474,54,2023-05-05 16:40,328.37,23.17,Debit Card,115,Delivered
2079,534,52,2023-09-08 12:42,288.56,35.36,UPI,123,Delivered
2080,1131,16,2023-05-18 10:48,416.98,63.69,UPI,132,Delivered
2081,439,20,2023-07-05 22:13,640.38,42.66,Cash,142,Delivered
2082,835,32,2023-07-13 16:40,684.93,105.21,UPI,102,Delivered
2083,227,56,2023-10-14 13:33,663.16,80.68,UPI,77,Delivered
2084,442,23,2023-07-30 19:36,534.84,123.34,Credit Card,63,Delivered
2085,396,17,2023-07-20 17:12,296.3,108.68,Debit Card,108,Delivered
2086,728,16,2023-10-27 12:40,614.4,19.22,Wallet,148,Delivered
2087,84,38,2023-06-28 19:43,127.55,18.51,Cash,28,Cancelled
2088,1037,8,2023-07-25 17:47,658.71,134.35,Cash,124,Delivered
2089,693,19,2023-04-23 13:3,646.16,122.93,UPI,142,Delivered
2090,493,30,2023-04-18 21:49,569,70.19,Wallet,77,Delivered
2091,1144,57,2023-06-16 14:41,168.55,19.55,Wallet,75,Delivered
2092,970,58,2023-08-12 15:58,798.14,134.79,Wallet,102,Delivered
2093,353,34,2023-01-14 15:13,629.49,34.61,Cash,39,Delivered
2094,1081,14,2023-05-20 20:53,614.36,5.33,Cash,143,Delivered
2095,40,22,2023-12-12 21:7,144.81,138.64,Credit Card,73,Delivered
2096,640,44,2023-11-26 13:25,379.09,121.34,Cash,131,Delivered
2097,173,17,2023-05-16 18:44,160.32,104.02,Cash,5,Failed
2098,259,60,2023-08-09 13:16,352.73,5.1,Credit Card,92,Delivered
2099,517,59,2023-12-25 21:0,499.34,79.26,Cash,143,Delivered
2100,730,15,2023-05-03 13:28,715.21,98.05,UPI,3,Failed
2101,523,50,2023-09-27 10:12,298.06,113.9,UPI,135,Delivered
2102,839,48,2023-12-15 11:26,536.39,70.66,Credit Card,94,Delivered
2103,117,32,2023-11-15 10:28,215.26,143,Credit Card,78,Delivered
2104,184,13,2023-02-06 16:18,347.77,36.72,UPI,80,Cancelled
2105,1140,21,2023-10-07 14:4,763.07,10.46,Wallet,115,Delivered
2106,162,49,2023-05-05 14:23,623.35,49.91,Cash,4,Delivered
2107,543,40,2023-04-08 11:30,482.06,99.27,Debit Card,131,Delivered
2108,839,33,2023-07-07 17:8,276.19,110.57,Debit Card,128,Delivered
2109,1090,57,2023-12-28 19:17,365.79,110.77,Credit Card,9,Delivered
2110,1094,58,2023-06-13 17:17,209.69,16.6,Debit Card,68,Delivered
2111,447,27,2023-11-10 22:31,347.43,132.76,Wallet,118,Delivered
2112,416,35,2023-12-15 10:47,205.44,42.13,Debit Card,88,Delivered
2113,532,16,2023-11-23 10:27,656.71,31.49,UPI,139,Delivered
2114,441,28,2023-10-16 11:3,156.53,92.17,Credit Card,125,Delivered
2115,738,34,2023-04-29 13:52,232.58,31.78,Debit Card,72,Delivered
2116,464,47,2023-06-13 18:30,583.82,76.21,Cash,130,Delivered
2117,396,1,2023-12-24 21:2,731.76,61.05,Credit Card,50,Delivered
2118,711,41,2023-09-19 22:22,775.21,34.81,Wallet,3,Delivered
2119,395,48,2023-03-02 13:0,685.22,43.81,UPI,67,Delivered
2120,326,31,2023-05-14 17:36,248.03,64.11,Debit Card,85,Delivered
2121,1115,36,2023-02-14 12:35,300,51.92,UPI,115,Delivered
2122,750,44,2023-12-24 22:28,709.53,57.24,Wallet,62,Delivered
2123,1094,33,2023-12-23 22:31,722.53,110.32,Debit Card,14,Delivered
2124,1190,33,2023-09-23 12:54,548.46,25.26,Credit Card,122,Failed
2125,642,39,2023-06-02 20:44,319.55,94.14,Credit Card,23,Cancelled
